star,xslid,simbad,filename,ra,dec,teff,e_teff,logg,e_logg,feh,e_feh,comment
[M2002] LMC 150040,X0120,[M2002] LMC 150040,xsl_spectrum_X0120_merged.fits,82.788625,-67.4319444,3637.0,59.0,0.6800000071525574,0.1899999976158142,-0.9100000262260437,0.17000000178813934,
SHV 0531398-701050,X0811,SHV 0531398-701050,xsl_spectrum_X0811_merged.fits,82.7924167,-70.1454444,3632.0,59.0,0.550000011920929,0.1899999976158142,-0.23000000417232513,0.17000000178813934,
SHV 0531398-701050,X0812,SHV 0531398-701050,xsl_spectrum_X0812_merged_ncl.fits,82.7924167,-70.1454444,3632.0,59.0,0.550000011920929,0.1899999976158142,-0.23000000417232513,0.17000000178813934,
HD 36395,X0830,HD 36395,xsl_spectrum_X0830_merged.fits,82.8641667,-3.6772222,3612.0,57.0,4.860000133514404,0.14000000059604645,-0.10999999940395355,0.07000000029802322,
SHV 0531582-701623,X0813,SHV 0531582-701623,xsl_spectrum_X0813_merged_ncl.fits,82.8646667,-70.238,3367.0,55.0,0.10000000149011612,0.1899999976158142,-0.33000001311302185,0.17000000178813934,
SHV 0531582-701623,X0814,SHV 0531582-701623,xsl_spectrum_X0814_merged_ncl.fits,82.8646667,-70.238,3367.0,55.0,0.10000000149011612,0.1899999976158142,-0.33000001311302185,0.17000000178813934,
HD 36702,X0827,HD 36702,xsl_spectrum_X0827_merged.fits,82.9679167,-38.5566667,4379.0,68.0,0.7699999809265137,0.1899999976158142,-2.2100000381469727,0.14000000059604645,
HD 37763,X0298,HD 37763,xsl_spectrum_X0298_merged_scl.fits,82.970125,-76.3408889,4498.0,47.0,3.0999999046325684,0.14000000059604645,0.17000000178813934,0.05000000074505806,
SHV 0533015-720047,X0102,SHV 0533015-720047,xsl_spectrum_X0102_merged_ncl_ncge.fits,83.0460417,-71.9802222,nan,nan,nan,nan,nan,nan,
SHV 0533130-702409,X0815,SHV 0533130-702409,xsl_spectrum_X0815_merged.fits,83.17025,-70.36875,3293.0,54.0,0.46000000834465027,0.1899999976158142,-0.41999998688697815,0.17000000178813934,
[M2002] LMC 157533,X0825,[M2002] LMC 157533,xsl_spectrum_X0825_merged.fits,83.3733333,-67.5271111,3950.0,53.0,0.27000001072883606,0.1899999976158142,-0.05000000074505806,0.14000000059604645,
[M2002] LMC 158646,X0241,[M2002] LMC 158646,xsl_spectrum_X0241_merged.fits,83.4674167,-69.1870833,3841.0,52.0,-0.019999999552965164,0.1899999976158142,-0.019999999552965164,0.14000000059604645,
[M2002] LMC 159974,X0797,[M2002] LMC 159974,xsl_spectrum_X0797_merged.fits,83.5892917,-69.3667222,4052.0,44.0,0.17000000178813934,0.1899999976158142,-0.1599999964237213,0.09000000357627869,
SHV 0534578-702532,X0821,SHV 0534578-702532,xsl_spectrum_X0821_merged.fits,83.6055417,-70.394,nan,nan,nan,nan,nan,nan,
SHV 0534578-702532,X0822,SHV 0534578-702532,xsl_spectrum_X0822_merged_ncl.fits,83.6055417,-70.394,nan,nan,nan,nan,nan,nan,
SHV 0534578-702532,X0823,SHV 0534578-702532,xsl_spectrum_X0823_merged_ncl.fits,83.6055417,-70.394,nan,nan,nan,nan,nan,nan,
SHV 0535237-700720,X0818,SHV 0535237-700720,xsl_spectrum_X0818_merged.fits,83.7257917,-70.0916389,3591.0,59.0,0.5799999833106995,0.1899999976158142,-0.23999999463558197,0.17000000178813934,
SHV 0535237-700720,X0819,SHV 0535237-700720,xsl_spectrum_X0819_merged_ncl_ncge.fits,83.7257917,-70.0916389,3591.0,59.0,0.5799999833106995,0.1899999976158142,-0.23999999463558197,0.17000000178813934,
SHV 0535237-700720,X0820,SHV 0535237-700720,xsl_spectrum_X0820_merged_ncl.fits,83.7257917,-70.0916389,3591.0,59.0,0.5799999833106995,0.1899999976158142,-0.23999999463558197,0.17000000178813934,
[M2002] LMC 162635,X0265,[M2002] LMC 162635,xsl_spectrum_X0265_merged.fits,83.8522083,-69.0675833,3825.0,51.0,0.3400000035762787,0.1899999976158142,-0.05000000074505806,0.14000000059604645,
SHV 0536139-701604,X0103,SHV 0536139-701604,xsl_spectrum_X0103_merged_ncl.fits,83.928375,-70.2378611,nan,nan,nan,nan,nan,nan,
[M2002] LMC 168757,X0266,[M2002] LMC 168757,xsl_spectrum_X0266_merged.fits,84.4033333,-69.4898611,3592.0,59.0,0.6899999976158142,0.1899999976158142,-0.6000000238418579,0.17000000178813934,
[M2002] LMC 170452,X0148,[M2002] LMC 170452,xsl_spectrum_X0148_merged.fits,84.5666667,-69.1697778,3399.0,56.0,0.6499999761581421,0.1899999976158142,-0.5799999833106995,0.17000000178813934,
HD 37828,X0097,HD 37828,xsl_spectrum_X0097_merged_scl.fits,85.2276667,-11.2000278,4474.0,44.0,1.309999942779541,0.14000000059604645,-1.440000057220459,0.07000000029802322,
HD 37828,X0304,HD 37828,xsl_spectrum_X0304_merged_scl.fits,85.2276667,-11.2000278,4474.0,44.0,1.309999942779541,0.14000000059604645,-1.440000057220459,0.07000000029802322,Continuum poor between 1 and 1.4 micro-m (prefer X0097)
SHV 0542111-683837,X0809,SHV 0542111-683837,xsl_spectrum_X0809_merged.fits,85.4779583,-68.6218611,4080.0,67.0,0.4699999988079071,0.20000000298023224,-1.059999942779541,0.14000000059604645,
SHV 0542111-683837,X0810,SHV 0542111-683837,xsl_spectrum_X0810_merged_ncl.fits,85.4779583,-68.6218611,4080.0,67.0,0.4699999988079071,0.20000000298023224,-1.059999942779541,0.14000000059604645,
SHV 0543367-695800,X0117,SHV 0543367-695800,xsl_spectrum_X0117_merged_ncl.fits,85.7835,-69.9459722,3356.0,55.0,0.49000000953674316,0.1899999976158142,0.03999999910593033,0.14000000059604645,
HD 38145,X0831,HD 38145,xsl_spectrum_X0831_merged.fits,85.9259583,4.00425,7055.0,140.0,4.019999980926514,0.20999999344348907,0.0,0.07000000029802322,
HD 38237,X0285,HD 38237,xsl_spectrum_X0285_merged.fits,86.1274583,4.3391667,8042.0,160.0,3.809999942779541,0.20999999344348907,0.029999999329447746,0.07000000029802322,
HD 270110,X0824,HD 270110,xsl_spectrum_X0824_merged.fits,86.746875,-70.1043333,4614.0,31.0,2.740000009536743,0.14000000059604645,-0.10000000149011612,0.05000000074505806,
HD 38769,X0816,HD 38769,xsl_spectrum_X0816_merged.fits,87.0610417,1.6096944,6819.0,135.0,3.819999933242798,0.20999999344348907,0.18000000715255737,0.07000000029802322,
HD 38856,X0771,HD 38856,xsl_spectrum_X0771_merged.fits,87.1915417,0.7255556,15659.0,425.0,4.179999828338623,0.23999999463558197,-0.03999999910593033,0.07999999821186066,
HD 38856,X0817,HD 38856,xsl_spectrum_X0817_merged.fits,87.1915417,0.7255556,15659.0,425.0,4.179999828338623,0.23999999463558197,-0.03999999910593033,0.07999999821186066,
SHV 0549503-704331,X0037,SHV 0549503-704331,xsl_spectrum_X0037_merged.fits,87.3055833,-70.7112778,3089.0,51.0,0.30000001192092896,0.1899999976158142,-0.3799999952316284,0.17000000178813934,
HD 39587,X0317,HD 39587,xsl_spectrum_X0317_merged_ncl_ncge.fits,88.5957083,20.2762222,5906.0,92.0,4.389999866485596,0.14000000059604645,-0.05999999865889549,0.05999999865889549,
HD 39833,X0832,HD 39833,xsl_spectrum_X0832_merged.fits,88.7581667,-0.5079444,5802.0,91.0,4.369999885559082,0.14000000059604645,0.12999999523162842,0.05999999865889549,
HD 39801,X0036,HD 39801,xsl_spectrum_X0036_merged_ncl_ncge.fits,88.7929583,7.4070556,3654.0,60.0,0.4300000071525574,0.1899999976158142,-0.20999999344348907,0.17000000178813934,
HD 39949,X0854,HD 39949,xsl_spectrum_X0854_merged.fits,89.2731667,27.3166389,5389.0,46.0,1.1299999952316284,0.14000000059604645,-0.09000000357627869,0.05999999865889549,
HD 250792,X0571,HD 250792,xsl_spectrum_X0571_merged.fits,90.8119167,19.3607222,5686.0,128.0,4.449999809265137,0.14000000059604645,-1.0099999904632568,0.09000000357627869,
HD 41667,X0593,HD 41667,xsl_spectrum_X0593_merged.fits,91.2651667,-32.9940833,4644.0,45.0,1.7200000286102295,0.14000000059604645,-1.2000000476837158,0.07000000029802322,
HD 41433,X0578,HD 41433,xsl_spectrum_X0578_merged.fits,91.2857083,0.8664722,5125.0,43.0,2.2699999809265137,0.14000000059604645,-0.009999999776482582,0.05999999865889549,
SHV 0606101-724012,X0121,SHV 0606101-724012,xsl_spectrum_X0121_merged_ncl_ncge.fits,91.2907083,-72.6764444,3337.0,55.0,0.11999999731779099,0.20000000298023224,-0.6600000262260437,0.1899999976158142,
HD 41661,X0579,HD 41661,xsl_spectrum_X0579_merged.fits,91.6017917,-0.9633611,6519.0,129.0,3.7899999618530273,0.20999999344348907,0.15000000596046448,0.07000000029802322,
HD 41770,X0580,HD 41770,xsl_spectrum_X0580_merged.fits,91.8099167,1.5083333,6956.0,138.0,3.690000057220459,0.20999999344348907,0.49000000953674316,0.07000000029802322,
HD 42143,X0834,HD 42143,xsl_spectrum_X0834_merged.fits,92.3470833,6.2755,8681.0,172.0,3.359999895095825,0.20999999344348907,-0.15000000596046448,0.07000000029802322,Bad telluric correction (O2 ) in A-band (VIS arm)
HD 42182,X0520,HD 42182,xsl_spectrum_X0520_merged.fits,92.399625,5.6688889,5058.0,66.0,4.630000114440918,0.14000000059604645,0.10999999940395355,0.05999999865889549,
HD 42256,X0581,HD 42256,xsl_spectrum_X0581_merged.fits,92.45475,2.8694444,4709.0,32.0,2.4700000286102295,0.14000000059604645,-0.3100000023841858,0.05999999865889549,
HD 42597,X0582,HD 42597,xsl_spectrum_X0582_merged.fits,92.9947083,7.3913056,20129.0,546.0,3.5899999141693115,0.23999999463558197,-0.03999999910593033,0.07999999821186066,
HD 42983,X0583,HD 42983,xsl_spectrum_X0583_merged.fits,93.4698333,2.8088333,4808.0,50.0,3.5899999141693115,0.14000000059604645,-0.009999999776482582,0.05000000074505806,
HD 43021,X0535,HD 43021,xsl_spectrum_X0535_merged.fits,93.5434167,2.5746111,7935.0,157.0,4.199999809265137,0.20999999344348907,-0.7099999785423279,0.09000000357627869,
HD 43286,X0539,HD 43286,xsl_spectrum_X0539_merged.fits,93.876,3.9581944,16006.0,434.0,4.159999847412109,0.23999999463558197,-0.10999999940395355,0.07999999821186066,
HD 44007,X0122,HD 44007,xsl_spectrum_X0122_merged.fits,94.7022083,-14.8453889,4922.0,50.0,2.25,0.15000000596046448,-1.6299999952316284,0.07000000029802322,
HD 44285,X0556,HD 44285,xsl_spectrum_X0556_merged.fits,95.2465833,0.2395556,4263.0,29.0,2.009999990463257,0.14000000059604645,-0.10000000149011612,0.05000000074505806,
HD 44515,X0584,HD 44515,xsl_spectrum_X0584_merged.fits,95.60525,5.5761667,4130.0,28.0,2.2699999809265137,0.14000000059604645,0.05999999865889549,0.05000000074505806,
LHS 1841,X0572,LHS 1841,xsl_spectrum_X0572_merged.fits,95.6607083,-12.8847222,4704.0,71.0,4.760000228881836,0.14000000059604645,-1.4600000381469727,0.07000000029802322,
HD 44391,X0563,HD 44391,xsl_spectrum_X0563_merged.fits,95.6995,27.9866667,4638.0,33.0,1.0800000429153442,0.14000000059604645,-0.029999999329447746,0.05000000074505806,
HD 44770,X0564,HD 44770,xsl_spectrum_X0564_merged.fits,95.9437083,4.5958611,6502.0,129.0,4.28000020980835,0.20999999344348907,-0.09000000357627869,0.07000000029802322,
HD 45196,X0358,HD 45196,xsl_spectrum_X0358_merged.fits,96.4957083,-1.8135278,7229.0,143.0,3.6600000858306885,0.20999999344348907,0.1599999964237213,0.07000000029802322,
HD 45282,X0123,HD 45282,xsl_spectrum_X0123_merged.fits,96.669875,3.4249167,5271.0,99.0,3.119999885559082,0.14000000059604645,-1.5099999904632568,0.09000000357627869,
HD 45507,X0836,HD 45507,xsl_spectrum_X0836_merged.fits,97.0120417,5.9225278,5063.0,43.0,2.450000047683716,0.14000000059604645,-0.09000000357627869,0.05999999865889549,
HD 46454,X0826,HD 46454,xsl_spectrum_X0826_merged.fits,98.4435,7.24,4191.0,28.0,1.6299999952316284,0.14000000059604645,-0.3100000023841858,0.05999999865889549,
IRAS 06404+0311,X0849,IRAS 06404+0311,xsl_spectrum_X0849_merged.fits,100.77925,3.1481944,3881.0,54.0,0.2800000011920929,0.20000000298023224,0.05999999865889549,0.14000000059604645,
IRAS 06404+0311,X0850,IRAS 06404+0311,xsl_spectrum_X0850_merged.fits,100.77925,3.1481944,3881.0,54.0,0.2800000011920929,0.20000000298023224,0.05999999865889549,0.14000000059604645,
HD 48616,X0837,HD 48616,xsl_spectrum_X0837_merged.fits,101.1058333,3.1415556,6496.0,66.0,1.3300000429153442,0.14000000059604645,0.07999999821186066,0.05999999865889549,
HD 49068,X0829,HD 49068,xsl_spectrum_X0829_merged.fits,101.4292083,-20.8526667,4501.0,30.0,1.7699999809265137,0.14000000059604645,-0.029999999329447746,0.05000000074505806,
HD 49739,X0838,HD 49739,xsl_spectrum_X0838_merged.fits,102.551375,5.6735,7216.0,143.0,3.950000047683716,0.20999999344348907,-0.11999999731779099,0.07000000029802322,
IRAS 06498-1102,X0828,IRAS 06498-1102,xsl_spectrum_X0828_merged.fits,103.0502083,-11.0978889,4192.0,28.0,1.25,0.14000000059604645,-0.10999999940395355,0.05000000074505806,
HD 50372,X0839,HD 50372,xsl_spectrum_X0839_merged.fits,103.2470833,2.7434722,4758.0,32.0,1.7599999904632568,0.14000000059604645,0.019999999552965164,0.05000000074505806,
HD 50877,X0314,HD 50877,xsl_spectrum_X0314_merged_ncl_ncge.fits,103.533125,-24.1841944,4125.0,44.0,0.1599999964237213,0.1899999976158142,0.12999999523162842,0.09000000357627869,
HD 50819,X0851,HD 50819,xsl_spectrum_X0851_merged.fits,103.7413333,2.0428333,5280.0,45.0,2.200000047683716,0.14000000059604645,0.009999999776482582,0.05999999865889549,
HD 52298,X0287,HD 52298,xsl_spectrum_X0287_merged.fits,104.4393333,-52.6484444,6308.0,99.0,4.289999961853027,0.14000000059604645,-0.3199999928474426,0.07000000029802322,
HD 52005,X0312,HD 52005,xsl_spectrum_X0312_merged_scl.fits,105.0659167,16.079,4024.0,43.0,0.5799999833106995,0.1899999976158142,0.09000000357627869,0.09000000357627869,
HD 53003,X0554,HD 53003,xsl_spectrum_X0554_merged.fits,105.8940417,2.4373056,5799.0,59.0,1.1799999475479126,0.14000000059604645,0.05999999865889549,0.05999999865889549,
HD 52973,X0318,HD 52973,xsl_spectrum_X0318_merged_scl.fits,106.0272083,20.5702778,5834.0,59.0,1.0499999523162842,0.14000000059604645,0.20000000298023224,0.05999999865889549,
CL* NGC 2324 BSV 10828,X0835,CL* NGC 2324 BSV 10828,xsl_spectrum_X0835_merged.fits,106.067375,1.0203889,4825.0,33.0,1.8600000143051147,0.14000000059604645,-0.23999999463558197,0.05999999865889549,
HD 53927,X0555,HD 53927,xsl_spectrum_X0555_merged.fits,107.0176667,29.8344722,4925.0,52.0,4.71999979019165,0.14000000059604645,-0.2800000011920929,0.05999999865889549,
HD 54828,X0536,HD 54828,xsl_spectrum_X0536_merged.fits,107.68425,9.0763333,4928.0,34.0,2.430000066757202,0.14000000059604645,-0.6899999976158142,0.05999999865889549,
AL Mon,X0557,AL Mon,xsl_spectrum_X0557_merged.fits,108.217375,-5.3464167,3201.0,52.0,0.6399999856948853,0.1899999976158142,-0.4399999976158142,0.17000000178813934,
HD 55693,X0585,HD 55693,xsl_spectrum_X0585_merged.fits,108.261125,-24.2255556,5755.0,90.0,4.199999809265137,0.14000000059604645,0.18000000715255737,0.05999999865889549,
HD 55583,X0537,HD 55583,xsl_spectrum_X0537_merged.fits,108.4646667,9.4683889,4571.0,31.0,2.640000104904175,0.14000000059604645,-0.029999999329447746,0.05000000074505806,
HD 56448,X0586,HD 56448,xsl_spectrum_X0586_merged.fits,109.2565,0.5417778,5040.0,43.0,2.640000104904175,0.14000000059604645,-0.09000000357627869,0.05999999865889549,
HD 57060,X0116,HD 57060,xsl_spectrum_X0116_merged_ncl_ncge.fits,109.66825,-24.5586944,31840.0,866.0,3.4100000858306885,0.23999999463558197,0.20999999344348907,0.07999999821186066,P-Cygni emission in Halpha and HeI (1.083 micro-m); known eclipsing binary
HD 57132,X0562,HD 57132,xsl_spectrum_X0562_merged.fits,110.0109167,3.7768056,4082.0,28.0,1.6299999952316284,0.14000000059604645,-0.3100000023841858,0.05999999865889549,
HD 57707,X0565,HD 57707,xsl_spectrum_X0565_merged.fits,110.618,0.7008333,4837.0,51.0,3.190000057220459,0.14000000059604645,-0.029999999329447746,0.05000000074505806,
BD-16 1934,X0844,BD-16 1934,xsl_spectrum_X0844_merged.fits,110.8636667,-16.5221111,3872.0,33.0,1.5,0.14000000059604645,-0.25999999046325684,0.09000000357627869,
BD-16 1934,X0852,BD-16 1934,xsl_spectrum_X0852_merged.fits,110.8636667,-16.5221111,3872.0,33.0,1.5,0.14000000059604645,-0.25999999046325684,0.09000000357627869,
HD 58051,X0588,HD 58051,xsl_spectrum_X0588_merged.fits,111.0765833,7.9149167,4023.0,27.0,2.069999933242798,0.14000000059604645,0.03999999910593033,0.05000000074505806,
HD 58072,X0538,HD 58072,xsl_spectrum_X0538_merged.fits,111.102375,10.2456667,5127.0,43.0,2.380000114440918,0.14000000059604645,0.029999999329447746,0.05999999865889549,
HD 58455,X0553,HD 58455,xsl_spectrum_X0553_merged.fits,111.4819167,5.2334444,4195.0,29.0,2.0799999237060547,0.14000000059604645,-0.029999999329447746,0.05000000074505806,
HD 58554,X0552,HD 58554,xsl_spectrum_X0552_merged.fits,111.6062083,8.3353056,4399.0,30.0,2.069999933242798,0.14000000059604645,-0.27000001072883606,0.05999999865889549,
HD 58790,X0841,HD 58790,xsl_spectrum_X0841_merged.fits,111.6669167,-11.5871111,4663.0,32.0,2.5,0.14000000059604645,-0.10999999940395355,0.05000000074505806,
HD 59295,X0840,HD 59295,xsl_spectrum_X0840_merged.fits,112.3976667,7.8404722,4634.0,31.0,2.25,0.14000000059604645,0.0,0.05000000074505806,
BD+24 1676,X0868,BD+24 1676,xsl_spectrum_X0868_merged.fits,112.6719583,24.0861667,6176.0,139.0,3.990000009536743,0.14000000059604645,-2.190000057220459,0.09000000357627869,
HD 59984,X0842,HD 59984,xsl_spectrum_X0842_merged.fits,113.024,-8.8813056,5900.0,92.0,3.890000104904175,0.14000000059604645,-0.8100000023841858,0.07000000029802322,
HD 60319,X0846,HD 60319,xsl_spectrum_X0846_merged.fits,113.6462917,16.9011111,5902.0,92.0,4.010000228881836,0.14000000059604645,-0.8999999761581421,0.07000000029802322,
HD 61064,X0310,HD 61064,xsl_spectrum_X0310_merged.fits,114.3195417,-4.1109722,6545.0,130.0,3.680000066757202,0.20999999344348907,0.2800000011920929,0.07000000029802322,
HD 61064,X0326,HD 61064,xsl_spectrum_X0326_merged.fits,114.3195417,-4.1109722,6545.0,130.0,3.680000066757202,0.20999999344348907,0.2800000011920929,0.07000000029802322,
BD-01 1792,X0843,BD-01 1792,xsl_spectrum_X0843_merged.fits,114.9587917,-1.5223056,5070.0,66.0,3.3299999237060547,0.14000000059604645,-0.8899999856948853,0.07000000029802322,
BD-01 1792,X0853,BD-01 1792,xsl_spectrum_X0853_merged.fits,114.9587917,-1.5223056,5070.0,66.0,3.3299999237060547,0.14000000059604645,-0.8899999856948853,0.07000000029802322,
[W71b] 008-03,X0864,[W71b] 008-03,xsl_spectrum_X0864_merged_ncl.fits,115.2310833,-26.0251667,nan,nan,nan,nan,nan,nan,
CD-31 4916,X0127,CD-31 4916,xsl_spectrum_X0127_merged.fits,115.2609583,-31.6830556,3768.0,62.0,0.20999999344348907,0.1899999976158142,-0.05999999865889549,0.14000000059604645,
HD 62968,X0855,HD 62968,xsl_spectrum_X0855_merged.fits,116.6472917,4.1305833,5132.0,43.0,2.5899999141693115,0.14000000059604645,-0.03999999910593033,0.05999999865889549,
HD 63302,X0336,HD 63302,xsl_spectrum_X0336_merged_ncl_ncge.fits,116.9105417,-15.9906667,4251.0,46.0,0.1599999964237213,0.1899999976158142,0.05000000074505806,0.09000000357627869,
[ABC89] Pup17,X0862,[ABC89] Pup17,xsl_spectrum_X0862_merged_ncl.fits,117.385375,-27.3934444,nan,nan,nan,nan,nan,nan,
HD 64332,X0346,HD 64332,xsl_spectrum_X0346_merged_ncl_ncge.fits,118.2719583,-11.6248056,3501.0,57.0,0.2199999988079071,0.1899999976158142,-0.2800000011920929,0.17000000178813934,
HD 64630,X0847,HD 64630,xsl_spectrum_X0847_merged.fits,118.783,6.9959722,7799.0,155.0,3.819999933242798,0.20999999344348907,0.1599999964237213,0.07000000029802322,
HD 65354,X0308,HD 65354,xsl_spectrum_X0308_merged_scl.fits,119.2625833,-34.3784167,4098.0,29.0,1.190000057220459,0.14000000059604645,-0.009999999776482582,0.05000000074505806,
HD 65372,X0848,HD 65372,xsl_spectrum_X0848_merged.fits,119.626375,2.9358333,7931.0,102.0,2.609999895095825,0.20999999344348907,-0.1899999976158142,0.07000000029802322,
HD 65583,X0566,HD 65583,xsl_spectrum_X0566_merged.fits,120.133875,29.2123333,5245.0,69.0,4.460000038146973,0.14000000059604645,-0.7799999713897705,0.07000000029802322,
[ABC89] Pup42,X0574,[ABC89] Pup42,xsl_spectrum_X0574_merged_ncge.fits,121.2397917,-29.8571111,nan,nan,nan,nan,nan,nan,
HD 66776,X0567,HD 66776,xsl_spectrum_X0567_merged.fits,121.3523333,8.1996111,4792.0,33.0,2.640000104904175,0.14000000059604645,0.019999999552965164,0.05000000074505806,
RU Pup,X0337,RU Pup,xsl_spectrum_X0337_merged_ncl.fits,121.8742917,-22.9125556,nan,nan,nan,nan,nan,nan,
HD 69701,X0845,HD 69701,xsl_spectrum_X0845_merged.fits,124.5956667,5.9716944,3721.0,38.0,1.190000057220459,0.14000000059604645,-0.3100000023841858,0.09000000357627869,
HD 69701,X0869,HD 69701,xsl_spectrum_X0869_merged.fits,124.5956667,5.9716944,3721.0,38.0,1.190000057220459,0.14000000059604645,-0.3100000023841858,0.09000000357627869,
HD 70138,X0325,HD 70138,xsl_spectrum_X0325_merged.fits,124.9295417,-18.2646667,nan,nan,nan,nan,nan,nan,
R Cha,X0338,R Cha,xsl_spectrum_X0338_merged_ncl_ncge.fits,125.4435833,-76.3550556,2897.0,47.0,0.5299999713897705,0.1899999976158142,0.0,0.14000000059604645,Slightly affected by saturation in the H-band (1600-1700 nm) and K-band (2130-2230 nm) (NIR arm)
HD 71160,X0550,HD 71160,xsl_spectrum_X0550_merged.fits,126.1660417,-32.9240278,4047.0,27.0,1.7799999713897705,0.14000000059604645,0.0,0.05000000074505806,
HD 71310,X0856,HD 71310,xsl_spectrum_X0856_merged.fits,126.750125,7.2211111,7725.0,154.0,3.4800000190734863,0.2199999988079071,-0.20000000298023224,0.09000000357627869,
HD 71310,X0857,HD 71310,xsl_spectrum_X0857_merged.fits,126.750125,7.2211111,7725.0,154.0,3.4800000190734863,0.2199999988079071,-0.20000000298023224,0.09000000357627869,
HD 71497,X0858,HD 71497,xsl_spectrum_X0858_merged.fits,126.984,4.8214167,4778.0,33.0,2.630000114440918,0.14000000059604645,0.14000000059604645,0.05000000074505806,
HD 72968,X0327,HD 72968,xsl_spectrum_X0327_merged.fits,128.8675,-7.9822778,9569.0,190.0,3.6700000762939453,0.20999999344348907,0.4399999976158142,0.07000000029802322,
HD 74088,X0309,HD 74088,xsl_spectrum_X0309_merged_scl.fits,129.6160833,-62.8432222,3945.0,34.0,1.5299999713897705,0.15000000596046448,-0.5199999809265137,0.09000000357627869,
HD 73665,X0871,HD 73665,xsl_spectrum_X0871_merged.fits,130.02675,20.0077778,4968.0,34.0,2.6500000953674316,0.14000000059604645,0.17000000178813934,0.05000000074505806,
HD 74166,X0861,HD 74166,xsl_spectrum_X0861_merged.fits,130.1777083,-42.3406944,4276.0,29.0,1.8300000429153442,0.14000000059604645,0.019999999552965164,0.05000000074505806,
HD 74000,X0863,HD 74000,xsl_spectrum_X0863_merged.fits,130.2116667,-16.3451389,6151.0,138.0,4.090000152587891,0.14000000059604645,-1.9600000381469727,0.09000000357627869,
BD+25 1981,X0870,BD+25 1981,xsl_spectrum_X0870_merged.fits,131.102875,24.7965833,6858.0,196.0,4.28000020980835,0.20999999344348907,-1.2000000476837158,0.10000000149011612,
HD 74721,X0874,HD 74721,xsl_spectrum_X0874_merged.fits,131.4969167,13.2634722,9571.0,196.0,4.21999979019165,0.20999999344348907,-0.5699999928474426,0.09000000357627869,
HD 75318,X0873,HD 75318,xsl_spectrum_X0873_merged.fits,132.338375,3.6839722,5388.0,70.0,4.429999828338623,0.14000000059604645,-0.15000000596046448,0.05999999865889549,
NGC 2682 108,X0568,NGC 2682 108,xsl_spectrum_X0568_merged.fits,132.8228333,11.7562778,4190.0,29.0,2.0999999046325684,0.14000000059604645,-0.07000000029802322,0.05000000074505806,
NGC 2682 108,X0859,NGC 2682 108,xsl_spectrum_X0859_merged.fits,132.8228333,11.7562778,4190.0,29.0,2.0999999046325684,0.14000000059604645,-0.07000000029802322,0.05000000074505806,
LHS 2065,X0130,LHS 2065,xsl_spectrum_X0130_merged_ncl_ncge.fits,133.4006667,-3.4922778,3533.0,84.0,0.6000000238418579,0.2199999988079071,-1.9500000476837158,0.20999999344348907,
LHS 2065,X0131,LHS 2065,xsl_spectrum_X0131_merged_ncge.fits,133.4006667,-3.4922778,3533.0,84.0,0.6000000238418579,0.2199999988079071,-1.9500000476837158,0.20999999344348907,
HD 76221,X0316,HD 76221,xsl_spectrum_X0316_merged_ncl_ncge.fits,133.8453333,17.23125,nan,nan,nan,nan,nan,nan,
HD 76780,X0875,HD 76780,xsl_spectrum_X0875_merged.fits,134.7322083,21.1662778,5657.0,88.0,4.269999980926514,0.14000000059604645,0.11999999731779099,0.05999999865889549,
HD 76780,X0877,HD 76780,xsl_spectrum_X0877_merged.fits,134.7322083,21.1662778,5657.0,88.0,4.269999980926514,0.14000000059604645,0.11999999731779099,0.05999999865889549,
HD 78737,X0573,HD 78737,xsl_spectrum_X0573_merged.fits,137.2640417,-27.0303611,6510.0,129.0,4.230000019073486,0.20999999344348907,-0.5,0.09000000357627869,
HD 79349,X0323,HD 79349,xsl_spectrum_X0323_merged.fits,137.9293333,-48.7731667,3848.0,32.0,1.6699999570846558,0.14000000059604645,-0.019999999552965164,0.07000000029802322,
HD 79349,X0328,HD 79349,xsl_spectrum_X0328_merged.fits,137.9293333,-48.7731667,3848.0,32.0,1.6699999570846558,0.14000000059604645,-0.019999999552965164,0.07000000029802322,
HD 81797,X0319,HD 81797,xsl_spectrum_X0319_merged_scl.fits,141.8968333,-8.6585833,4131.0,28.0,1.590000033378601,0.14000000059604645,-0.03999999910593033,0.05000000074505806,
BD+09 2190,X0872,BD+09 2190,xsl_spectrum_X0872_merged.fits,142.3148333,8.6334444,6233.0,141.0,4.0,0.14000000059604645,-2.2699999809265137,0.09000000357627869,
HD 82734,X0339,HD 82734,xsl_spectrum_X0339_merged_scl.fits,143.3019167,-21.1157222,4926.0,33.0,2.5899999141693115,0.14000000059604645,0.1899999976158142,0.05000000074505806,
HD 83212,X0347,HD 83212,xsl_spectrum_X0347_merged.fits,144.083125,-20.8874167,4505.0,49.0,1.0199999809265137,0.15000000596046448,-1.600000023841858,0.07000000029802322,
HD 83632,X0878,HD 83632,xsl_spectrum_X0878_merged.fits,145.1419167,26.0038611,4138.0,28.0,1.3600000143051147,0.14000000059604645,-0.8700000047683716,0.05999999865889549,Artifacts in H-band (NIR arm)
CM Car,X0149,CM Car,xsl_spectrum_X0149_merged.fits,146.9815833,-67.4519444,3063.0,50.0,0.5699999928474426,0.1899999976158142,-0.36000001430511475,0.17000000178813934,
